fecha,combinado,combinado_id,partido,estado,monto_combinado_cop,cuota_combinada,retorno_potencial_cop,retorno_real_cop,hora_colombia,liga,local,visitante,mercado,tipo_seleccion,seleccion,cuota_seleccion
2026-07-23,1,sim-1784845670479-8,1,void,10000,2.67,26700,10000,2026-07-23 17:30,Brasileirão Serie A,Botafogo,Vitória,1X2,OTRO,Botafogo,1.77
2026-07-23,1,sim-1784845670479-8,2,void,10000,2.67,26700,10000,2026-07-23 17:30,Brasileirão Serie A,Corinthians,Remo,1X2,OTRO,Corinthians,1.51
