fecha,combinado,combinado_id,partido,estado,monto_combinado_cop,cuota_combinada,retorno_potencial_cop,retorno_real_cop,hora_colombia,liga,local,visitante,mercado,tipo_seleccion,seleccion,cuota_seleccion
2026-08-26,1,sim-1787742051320-56,1,won,9243,2.85,26342,28800,2026-08-26 18:20,Colombian Primera A,América de Cali,Atlético Junior,1X2,LOCAL,América de Cali,1.83
2026-08-26,1,sim-1787742051320-56,2,won,9243,2.85,26342,28800,2026-08-26 20:30,Colombian Primera A,Atlético Nacional,Deportivo Cali,1X2,LOCAL,Atlético Nacional,1.56
