fecha,combinado,combinado_id,partido,estado,monto_combinado_cop,cuota_combinada,retorno_potencial_cop,retorno_real_cop,hora_colombia,liga,local,visitante,mercado,tipo_seleccion,seleccion,cuota_seleccion
2026-08-30,7,sim-1788091433735-15,3,lost,4780,85.68,409550,0,2026-08-30 08:00,French Ligue 1,Paris FC,Nice,1X2,LOCAL,Paris FC,2.05
2026-08-30,7,sim-1788091433735-15,4,lost,4780,85.68,409550,0,2026-08-30 08:00,English Premier League,Sunderland,Fulham,1X2,LOCAL,Sunderland,2.45
2026-08-30,7,sim-1788091433735-15,5,lost,4780,85.68,409550,0,2026-08-30 08:30,German Bundesliga,SC Freiburg,Werder Bremen,1X2,LOCAL,SC Freiburg,1.80
2026-08-30,7,sim-1788091433735-15,6,lost,4780,85.68,409550,0,2026-08-30 14:00,Colombian Primera A,Águilas Doradas,Boyacá Chicó FC,1X2,LOCAL,Águilas Doradas,1.56
2026-08-30,8,sim-1788091433735-16,1,lost,4757,54.55,259494,0,2026-08-30 14:30,Spanish LALIGA,Celta Vigo,Athletic Club,1X2,LOCAL,Celta Vigo,2.70
2026-08-30,8,sim-1788091433735-16,2,lost,4757,54.55,259494,0,2026-08-30 19:30,Argentine Liga Profesional de Fútbol,Independiente Rivadavia,Racing Club,1X2,LOCAL,Independiente Rivadavia,2.25
2026-08-30,8,sim-1788091433735-16,3,lost,4757,54.55,259494,0,2026-08-30 08:00,French Ligue 1,Paris FC,Nice,1X2,LOCAL,Paris FC,2.05
2026-08-30,8,sim-1788091433735-16,4,lost,4757,54.55,259494,0,2026-08-30 08:30,German Bundesliga,SC Freiburg,Werder Bremen,1X2,LOCAL,SC Freiburg,1.80
2026-08-30,8,sim-1788091433735-16,5,lost,4757,54.55,259494,0,2026-08-30 14:00,Colombian Primera A,Águilas Doradas,Boyacá Chicó FC,1X2,LOCAL,Águilas Doradas,1.56
2026-08-30,8,sim-1788091433735-16,6,lost,4757,54.55,259494,0,2026-08-30 21:10,Liga MX,Monterrey,Atlético San Luis,1X2,LOCAL,Monterrey,1.56
2026-08-30,9,sim-1788084066810-12,1,lost,4853,15.98,77550,0,2026-08-30 19:30,Argentine Liga Profesional de Fútbol,Independiente Rivadavia,Racing Club,1X2,LOCAL,Independiente Rivadavia,2.25
2026-08-30,9,sim-1788084066810-12,2,lost,4853,15.98,77550,0,2026-08-30 08:00,French Ligue 1,Paris FC,Nice,1X2,LOCAL,Paris FC,2.05
2026-08-30,9,sim-1788084066810-12,3,lost,4853,15.98,77550,0,2026-08-30 16:30,Brasileirão Serie A,Mirassol FC,Palmeiras,1X2,VISITANTE,Palmeiras,2.05
2026-08-30,9,sim-1788084066810-12,4,lost,4853,15.98,77550,0,2026-08-30 10:00,Norwegian Eliteserien,Tromsø,Sarpsborg 08,1X2,LOCAL,Tromsø,1.69
2026-08-30,10,sim-1788084066811-13,1,lost,4829,10.86,52442,0,2026-08-30 09:30,Portuguese Primeira Liga,C.D. Nacional,Estrela,1X2,LOCAL,C.D. Nacional,2.35
2026-08-30,10,sim-1788084066811-13,2,lost,4829,10.86,52442,0,2026-08-30 10:00,Norwegian Eliteserien,Sandefjord Fotball,Brann,1X2,VISITANTE,Brann,2.10
2026-08-30,10,sim-1788084066811-13,3,lost,4829,10.86,52442,0,2026-08-30 09:00,Brasileirão Serie A,Ath. Paranaense,Fluminense,1X2,LOCAL,Ath. Paranaense,2.20
