fecha,combinado,combinado_id,partido,estado,monto_combinado_cop,cuota_combinada,retorno_potencial_cop,retorno_real_cop,hora_colombia,liga,local,visitante,mercado,tipo_seleccion,seleccion,cuota_seleccion
2026-08-17,1,sim-1786186832402-38,1,pending,9521,3.20,30467,,2026-08-17 20:00,Liga MX,Necaxa,León,1X2,LOCAL,Necaxa,2.15
2026-08-17,1,sim-1786186832402-38,2,pending,9521,3.20,30467,,2026-08-17 22:00,Liga MX,Pachuca,Puebla,1X2,LOCAL,Pachuca,1.49
